"Rank","Player","Team","Position","Points","Games","Avg"
"556","Brandon Tate","CIN","WR","1.6","15","0.1"
"556","Kyle Orton","DAL","QB","1.6","2","0.8"
"556","Ronnie Wingo","BUF","RB","1.6","2","0.8"
"556","Robert Hughes","IND","RB","1.6","1","1.6"
"560","Henry Hynoski","NYG","RB","1.5","3","0.5"
"560","Mike McNeill","LAR","TE","1.5","13","0.1"
"562","Damaris Johnson","PHI","WR","1.4","13","0.1"
"563","Justice Cunningham","IND","TE","1.4","1","1.4"
"564","Evan Royster","WAS","RB","1.3","10","0.1"
"564","Marquess Wilson","CHI","WR","1.3","9","0.1"
"566","David Reed","IND","WR","1.2","7","0.2"
"567","Quinton Patton","SF","WR","1.0","5","0.2"
"567","Spencer Ware","SEA","RB","1.0","2","0.5"
"569","Mikel Leshoure","DET","RB","0.9","3","0.3"
"569","Cierre Wood","HOU","RB","0.9","3","0.3"
"571","Brock Osweiler","DEN","QB","0.7","3","0.2"
"572","Josh Vaughan","ATL","RB","0.6","6","0.1"
"573","T.J. Yates","HOU","QB","0.5","3","0.2"
"573","Armond Smith","CAR","RB","0.5","5","0.1"
"575","Richie Brockel","CAR","TE","0.3","15","0.0"
"576","Shaun Draughn","BAL","RB","0.2","3","0.1"
"577","Leon Washington","Multi","RB","0.1","6","0.0"
"578","Richard Gordon","KC","TE","0.0","1","0.0"
"578","Dan Orlovsky","TB","QB","0.0","1","0.0"
"578","Quinn Johnson","TEN","RB","0.0","3","0.0"
"578","Derek Carrier","SF","TE","0.0","5","0.0"
"578","Delone Carter","JAC","RB","0.0","1","0.0"
"578","Justin Veltung","LAR","WR","0.0","2","0.0"
"578","Chris Rainey","IND","RB","0.0","2","0.0"
"578","Lance Lewis","WAS","WR","0.0","3","0.0"
"578","Montell Owens","DET","RB","0.0","1","0.0"
"578","Rex Burkhead","CIN","RB","0.0","1","0.0"
"578","Rodney Smith","MIN","WR","0.0","4","0.0"
"578","Brad Smelley","HOU","TE","0.0","2","0.0"
"578","Will Tukuafu","SF","RB","0.0","1","0.0"
"578","Evan Rodriguez","BUF","RB","0.0","6","0.0"
"578","Julian Talley","NYG","WR","0.0","1","0.0"
"578","Josh Bellamy","WAS","WR","0.0","4","0.0"
"578","Adrien Robinson","NYG","TE","0.0","1","0.0"
"578","Tony Moeaki","BUF","TE","0.0","1","0.0"
"578","Mario Harvey","IND","RB","0.0","12","0.0"
"578","Tyrell Williams","FA","WR","0.0","3","0.0"
"578","Luke Stocker","TB","TE","0.0","2","0.0"
"578","Matthew Tucker","PHI","RB","0.0","2","0.0"
"578","Orson Charles","CIN","TE","0.0","12","0.0"
"578","Ben Hartsock","CAR","TE","0.0","12","0.0"
"578","Matthew Slater","NE","WR","0.0","11","0.0"
"578","John Brown","FA","WR","0.0","15","0.0"
"578","Mike Leach","ARI","TE","0.0","15","0.0"
"578","Stephen Williams","Multi","WR","0.0","6","0.0"
"578","Andre Smith","Multi","TE","0.0","5","0.0"
"578","Kyle Juszczyk","BAL","RB","0.0","15","0.0"
"578","Russell Shepard","TB","WR","0.0","14","0.0"
"578","D.C. Jefferson","ARI","TE","0.0","4","0.0"
"578","J.J. Jones","FA","WR","0.0","13","0.0"
"578","Nick Kasa","LV","TE","0.0","15","0.0"
"578","Levi Brown","ARI","QB","0.0","4","0.0"
"578","Jake Bequette","NE","TE","0.0","5","0.0"
"578","Chase Coffman","ATL","TE","0.0","10","0.0"
"578","Ryan Spadola","Multi","WR","0.0","4","0.0"
"578","Joe Anderson","CHI","WR","0.0","6","0.0"
"578","Zach Miller","FA","TE","0.0","13","0.0"
"578","D.J. Williams","Multi","TE","0.0","8","0.0"
"578","Jonathan Brown","FA","K","0.0","15","0.0"
"578","Chris Thompson","WAS","RB","0.0","4","0.0"
"578","Steve Maneri","CHI","TE","0.0","4","0.0"
"578","James Wright","FA","WR","0.0","15","0.0"
"578","Brandon Williams","CAR","TE","0.0","8","0.0"
"578","Clark Harris","CIN","TE","0.0","15","0.0"
"578","Spencer Larsen","TB","RB","0.0","12","0.0"
"578","Chris Harper","GB","WR","0.0","4","0.0"
"578","B.J. Cunningham","PHI","WR","0.0","2","0.0"
"578","Jake Stoneburner","GB","TE","0.0","9","0.0"
"578","Kyle Nelson","WAS","TE","0.0","10","0.0"
"578","Brian Robiskie","ATL","WR","0.0","1","0.0"
"578","Bryan Walters","SEA","WR","0.0","3","0.0"
"578","Lavelle Hawkins","LAC","WR","0.0","4","0.0"
"578","Jake Byrne","Multi","TE","0.0","7","0.0"
"578","Michael Campbell","NYJ","WR","0.0","4","0.0"
"578","Tobais Palmer","JAC","WR","0.0","1","0.0"
"578","Michael Ford","CHI","RB","0.0","11","0.0"
"578","Beau Brinkley","TEN","TE","0.0","15","0.0"
"578","Travis Kelce","KC","TE","0.0","1","0.0"
"578","Kyle Adams","Multi","TE","0.0","5","0.0"
"578","Ryan Whalen","CIN","WR","0.0","4","0.0"
"578","Micheal Spurlock","Multi","WR","0.0","10","0.0"
"578","Kerwynn Williams","IND","RB","0.0","1","0.0"
"578","Chase Reynolds","LAR","RB","0.0","15","0.0"
"578","Derek Anderson","CAR","QB","0.0","4","0.0"
"645","Colt McCoy","SF","QB","-0.1","4","-0.0"
"646","Curtis Painter","NYG","QB","-0.2","2","-0.1"
"647","Luke McCown","NO","QB","-0.2","15","-0.0"
"647","Shaun Hill","DET","QB","-0.2","1","-0.2"
"649","Saalim Hakim","NYJ","WR","-0.3","2","-0.2"
"650","Charlie Whitehurst","LAC","QB","-0.5","2","-0.3"
"651","Darius Reynaud","Multi","RB","-0.6","9","-0.1"
"651","Tyler Clutts","Multi","RB","-0.6","7","-0.1"
"653","Chase Daniel","KC","QB","-0.8","4","-0.2"
"654","Matt Moore","MIA","QB","-1.9","1","-1.9"
"655","Devin Hester","CHI","WR","-2.0","15","-0.1"
"655","Devon Wylie","TEN","WR","-2.0","2","-1.0"
"655","Greg Jenkins","LV","WR","-2.0","5","-0.4"
"658","Trindon Holliday","DEN","WR","-3.3","14","-0.2"
""
""
