"Rank","Player","Team","Position","Points","Games","Avg"
"65","Colin Kaepernick","SF","QB","200.3","12","16.7"
"66","Allen Robinson II","JAC","WR","199.3","16","12.5"
"67","Tyreek Hill","KC","WR","199.0","16","12.4"
"68","Todd Gurley II","LAR","RB","198.2","16","12.4"
"69","DeAndre Hopkins","HOU","WR","197.4","16","12.3"
"70","Kelvin Benjamin","CAR","WR","197.1","16","12.3"
"71","Bilal Powell","NYJ","RB","197.0","16","12.3"
"72","Kenny Britt","LAR","WR","196.2","15","13.1"
"73","Adam Thielen","MIN","WR","195.2","16","12.2"
"74","Spencer Ware","KC","RB","193.8","14","13.8"
"75","Stefon Diggs","MIN","WR","193.3","13","14.9"
"76","Carlos Hyde","SF","RB","192.1","13","14.8"
"77","Trevor Siemian","DEN","QB","191.6","14","13.7"
"78","Jamison Crowder","WAS","WR","191.5","16","12.0"
"79","Willie Snead IV","NO","WR","191.5","15","12.8"
"80","Tevin Coleman","ATL","RB","191.1","13","14.7"
"81","Lamar Miller","HOU","RB","191.1","14","13.7"
"82","Ryan Tannehill","MIA","QB","190.3","13","14.6"
"83","Jimmy Graham","SEA","TE","189.3","16","11.8"
"84","Cole Beasley","DAL","WR","189.0","16","11.8"
"85","Delanie Walker","TEN","TE","188.1","15","12.5"
"86","A.J. Green","CIN","WR","186.4","10","18.6"
"87","Brandon LaFell","CIN","WR","186.0","16","11.6"
"88","Sterling Shepard","NYG","WR","184.4","16","11.5"
"89","Steve Smith","BAL","WR","183.9","14","13.1"
"90","Matt Forte","NYJ","RB","183.6","14","13.1"
"91","Zach Ertz","PHI","TE","183.6","14","13.1"
"92","DeSean Jackson","WAS","WR","180.5","15","12.0"
"93","Dez Bryant","DAL","WR","180.0","13","13.9"
"94","Cameron Meredith","CHI","WR","179.5","14","12.8"
"95","Matt Bryant","ATL","K","179.0","16","11.2"
"96","Jeremy Hill","CIN","RB","176.3","15","11.8"
"97","Justin Tucker","BAL","K","175.0","16","10.9"
"98","Anquan Boldin","DET","WR","173.4","16","10.8"
"99","Marqise Lee","JAC","WR","172.4","16","10.8"
"100","Marvin Jones Jr.","DET","WR","172.3","15","11.5"
"101","Jordan Matthews","PHI","WR","171.4","14","12.2"
"102","Terrance West","BAL","RB","171.0","16","10.7"
"102","Cameron Brate","TB","TE","171.0","15","11.4"
"104","Dennis Pitta","BAL","TE","168.9","16","10.6"
"105","Quincy Enunwa","NYJ","WR","168.9","16","10.6"
"105","Brock Osweiler","HOU","QB","168.9","15","11.3"
"107","Jordan Reed","WAS","TE","168.6","12","14.1"
"108","Kenny Stills","MIA","WR","168.6","16","10.5"
"109","Martellus Bennett","NE","TE","168.1","16","10.5"
"110","Dontrelle Inman","LAC","WR","163.0","16","10.2"
"111","Darren Sproles","PHI","RB","162.5","15","10.8"
"112","Theo Riddick","DET","RB","161.8","10","16.2"
"113","James White","NE","RB","161.7","16","10.1"
"114","Ted Ginn Jr.","CAR","WR","159.0","16","9.9"
"115","Brandon Marshall","NYJ","WR","155.8","15","10.4"
"116","DeVante Parker","MIA","WR","154.4","15","10.3"
"117","Jason Witten","DAL","TE","152.3","16","9.5"
"118","Denver Broncos","DEN","DST","152.0","16","9.5"
"119","Dustin Hopkins","WAS","K","151.0","16","9.4"
"120","Caleb Sturgis","PHI","K","150.0","16","9.4"
"121","Adam Vinatieri","IND","K","149.0","16","9.3"
"122","Mohamed Sanu Sr.","ATL","WR","148.8","15","9.9"
"123","Jerick McKinnon","MIN","RB","148.4","15","9.9"
"124","Randall Cobb","GB","WR","148.3","13","11.4"
"125","Matt Prater","DET","K","148.0","16","9.3"
"125","Kansas City Chiefs","KC","DST","148.0","16","9.3"
"127","Antonio Gates","LAC","TE","147.8","14","10.6"
"128","Chris Thompson","WAS","RB","147.5","16","9.2"
"129","Wil Lutz","NO","K","147.0","16","9.2"
"130","Tavon Austin","LAR","WR","146.8","15","9.8"
"131","Jeremy Kerley","SF","WR","146.7","16","9.2"
"132","Jonathan Stewart","CAR","RB","146.4","13","11.3"
"133","Alshon Jeffery","CHI","WR","146.1","12","12.2"
"134","Arizona Cardinals","ARI","DST","146.0","16","9.1"
"135","Jack Doyle","IND","TE","145.4","16","9.1"
"136","Ryan Mathews","PHI","RB","144.6","13","11.1"
"137","Duke Johnson Jr.","CLE","RB","144.2","16","9.0"
"138","Eric Ebron","DET","TE","144.2","13","11.1"
"139","Devontae Booker","DEN","RB","142.7","16","8.9"
"140","New York Giants","NYG","DST","141.0","16","8.8"
"140","Graham Gano","CAR","K","141.0","16","8.8"
"140","Nick Novak","HOU","K","141.0","16","8.8"
"143","Ty Montgomery","GB","RB","140.5","15","9.4"
"144","Dan Bailey","DAL","K","140.0","16","8.8"
"144","Sebastian Janikowski","LV","K","140.0","16","8.8"
"144","Stephen Gostkowski","NE","K","140.0","16","8.8"
"144","Taylor Gabriel","ATL","WR","140.0","13","10.8"
"148","J.J. Nelson","ARI","WR","139.1","15","9.3"
"149","Cairo Santos","KC","K","139.0","16","8.7"
"149","Minnesota Vikings","MIN","DST","139.0","16","8.7"
"151","Rashad Jennings","NYG","RB","138.4","13","10.7"
"152","Stephen Hauschka","SEA","K","138.0","16","8.6"
"153","T.J. Yeldon","JAC","RB","137.7","15","9.2"
"154","Coby Fleener","NO","TE","137.3","16","8.6"
"155","Christine Michael","Multi","RB","137.0","15","9.1"
"156","Charles Clay","BUF","TE","136.2","15","9.1"
"157","Jason Myers","JAC","K","134.0","16","8.4"
"158","C.J. Fiedorowicz","HOU","TE","133.9","15","8.9"
"159","Ryan Fitzpatrick","NYJ","QB","133.4","14","9.5"
"160","Tampa Bay Buccaneers","TB","DST","133.0","16","8.3"
"160","Adam Humphries","TB","WR","133.0","15","8.9"
"162","Brandon McManus","DEN","K","132.6","16","8.3"
"162","Robert Kelley","WAS","RB","132.6","15","8.8"
"164","Matt Asiata","MIN","RB","132.5","16","8.3"
"165","Travis Benjamin","LAC","WR","132.4","14","9.5"
"166","Gary Barnidge","CLE","TE","130.2","16","8.1"
"167","Hunter Henry","LAC","TE","129.8","15","8.7"
"168","Mason Crosby","GB","K","129.0","16","8.1"
"169","Chris Hogan","NE","WR","128.9","15","8.6"
"170","Philadelphia Eagles","PHI","DST","128.0","16","8.0"
"171","Tim Hightower","NO","RB","126.8","16","7.9"
"172","New England Patriots","NE","DST","126.0","16","7.9"
"172","Josh Lambo","LAC","K","126.0","16","7.9"
"174","Eli Rogers","PIT","WR","126.0","13","9.7"
"175","Mike Gillislee","BUF","RB","125.7","15","8.4"
"176","Terrance Williams","DAL","WR","125.4","16","7.8"
"177","Tyler Boyd","CIN","WR","124.1","16","7.8"
"178","Tyler Lockett","SEA","WR","124.1","15","8.3"
"179","Carolina Panthers","CAR","DST","124.0","16","7.8"
"180","Giovani Bernard","CIN","RB","122.3","10","12.2"
"181","William Fuller V","HOU","WR","122.2","14","8.7"
"182","Baltimore Ravens","BAL","DST","122.0","16","7.6"
"183","Zach Miller","CHI","TE","119.6","10","12.0"
"184","Ryan Succop","TEN","K","119.0","16","7.4"
"184","Los Angeles Chargers","LAC","DST","119.0","16","7.4"
"186","Robert Woods","BUF","WR","118.9","13","9.2"
"187","Chandler Catanzaro","ARI","K","118.0","16","7.4"
"188","Seattle Seahawks","SEA","DST","116.0","16","7.3"
"189","Michael Floyd","Multi","WR","115.8","15","7.7"
"190","Jalen Richard","LV","RB","115.5","16","7.2"
"191","Brian Quick","LAR","WR","115.4","16","7.2"
"192","Robbie Anderson","NYJ","WR","114.9","16","7.2"
"193","Vernon Davis","WAS","TE","114.3","16","7.1"
"194","Cordarrelle Patterson","MIN","RB","113.6","16","7.1"
"195","Dwayne Allen","IND","TE","113.6","14","8.1"
"196","Nick Folk","NYJ","K","112.0","16","7.0"
"197","Seth Roberts","LV","WR","111.7","16","7.0"
"198","Case Keenum","LAR","QB","111.0","10","11.1"
"198","Atlanta Falcons","ATL","DST","111.0","16","6.9"
"200","Chris Boswell","PIT","K","110.0","15","7.3"
"201","Lance Kendricks","LAR","TE","109.9","16","6.9"
"202","Jeremy Maclin","KC","WR","109.5","12","9.1"
"203","Shaun Draughn","SF","RB","108.9","16","6.8"
"204","Robert Turbin","IND","RB","108.3","15","7.2"
"205","Pittsburgh Steelers","PIT","DST","106.0","16","6.6"
"206","Derrick Henry","TEN","RB","105.7","15","7.1"
"207","Tajae Sharpe","TEN","WR","105.3","16","6.6"
"208","Ryan Griffin","HOU","TE","104.2","16","6.5"
"209","Miami Dolphins","MIA","DST","104.0","16","6.5"
"210","John Brown","ARI","WR","103.7","15","6.9"
"211","Dan Carpenter","BUF","K","103.0","16","6.4"
"211","Buffalo Bills","BUF","DST","103.0","16","6.4"
"213","Donte Moncrief","IND","WR","102.6","9","11.4"
"214","C.J. Anderson","DEN","RB","102.5","7","14.6"
"215","Kenneth Dixon","BAL","RB","102.4","12","8.5"
"216","Roberto Aguayo","TB","K","102.0","16","6.4"
"217","Victor Cruz","NYG","WR","101.6","15","6.8"
"218","Breshad Perriman","BAL","WR","101.1","16","6.3"
"219","Allen Hurns","JAC","WR","100.7","11","9.2"
"220","DeAngelo Williams","PIT","RB","100.1","9","11.1"
"221","Green Bay Packers","GB","DST","100.0","16","6.3"
"222","Phillip Dorsett II","IND","WR","98.8","15","6.6"
"223","Tyler Eifert","CIN","TE","98.4","8","12.3"
"224","Jermaine Kearse","SEA","WR","98.0","16","6.1"
"225","Chris Conley","KC","WR","97.0","16","6.1"
"225","Mike Nugent","CIN","K","97.0","13","7.5"
"225","Rob Gronkowski","NE","TE","97.0","8","12.1"
"228","Malcolm Mitchell","NE","WR","96.1","14","6.9"
"229","Phil Dawson","SF","K","96.0","16","6.0"
"230","Chris Ivory","JAC","RB","94.5","11","8.6"
"231","Charcandrick West","KC","RB","94.1","15","6.3"
"232","Travaris Cadet","NO","RB","94.0","15","6.3"
"232","Las Vegas Raiders","LV","DST","94.0","16","5.9"
"234","Will Tye","NYG","TE","93.5","16","5.8"
"235","Damien Williams","MIA","RB","93.4","15","6.2"
"236","Corey Coleman","CLE","WR","93.3","10","9.3"
"237","Zach Zenner","DET","RB","93.0","14","6.6"
"238","Andrew Franks","MIA","K","92.0","16","5.8"
"238","Cincinnati Bengals","CIN","DST","92.0","16","5.8"
"238","Tennessee Titans","TEN","DST","92.0","16","5.8"
"241","Los Angeles Rams","LAR","DST","91.0","16","5.7"
"241","Dallas Cowboys","DAL","DST","91.0","16","5.7"
"243","Jacquizz Rodgers","TB","RB","90.8","10","9.1"
"243","Jesse James","PIT","TE","90.8","16","5.7"
"245","Kendall Wright","TEN","WR","90.1","11","8.2"
"246","Marquise Goodwin","BUF","WR","90.1","15","6.0"
"247","Connor Barth","CHI","K","90.0","16","5.6"
"248","Cody Parkey","CLE","K","89.0","14","6.4"
"248","Houston Texans","HOU","DST","89.0","16","5.6"
"250","Jermaine Gresham","ARI","TE","88.1","16","5.5"
"251","Nelson Agholor","PHI","WR","87.9","15","5.9"
"252","Dorial Green-Beckham","PHI","WR","87.2","15","5.8"
"253","Vance McDonald","SF","TE","87.1","11","7.9"
"254","Greg Zuerlein","LAR","K","87.0","16","5.4"
"255","Clive Walford","LV","TE","86.9","15","5.8"
"256","Devin Funchess","CAR","WR","86.1","15","5.7"
"257","Washington Commanders","WAS","DST","86.0","16","5.4"
"258","Doug Martin","TB","RB","85.5","8","10.7"
"259","DeAndre Washington","LV","RB","85.2","14","6.1"
"260","Andrew Hawkins","CLE","WR","83.4","16","5.2"
"261","Sammy Watkins","BUF","WR","83.0","8","10.4"
"262","Julius Thomas","JAC","TE","82.1","9","9.1"
"263","Eddie Royal","CHI","WR","81.9","9","9.1"
"264","Albert Wilson","KC","WR","81.9","16","5.1"
"265","Indianapolis Colts","IND","DST","81.0","16","5.1"
"266","Garrett Celek","SF","TE","80.0","16","5.0"
"267","Brian Hoyer","CHI","QB","79.7","6","13.3"
"268","Chicago Bears","CHI","DST","78.0","16","4.9"
"269","Sammie Coates","PIT","WR","77.9","14","5.6"
"270","Quinton Patton","SF","WR","77.8","14","5.6"
"271","Cody Kessler","CLE","QB","76.9","9","8.5"
"272","Paul Perkins","NYG","RB","76.8","14","5.5"
"273","Rex Burkhead","CIN","RB","75.9","16","4.7"
"274","Trey Burton","PHI","TE","75.7","16","4.7"
"275","Dion Sims","MIA","TE","75.6","14","5.4"
"276","Thomas Rawls","SEA","RB","75.5","9","8.4"
"277","Matt Jones","WAS","RB","75.3","7","10.8"
"278","Kyle Juszczyk","BAL","RB","73.8","16","4.6"
"279","Blaine Gabbert","SF","QB","73.7","6","12.3"
"280","Jeremy Langford","CHI","RB","73.2","12","6.1"
"281","Detroit Lions","DET","DST","73.0","16","4.6"
"282","Brandon Coleman","NO","WR","72.1","16","4.5"
"282","Fozzy Whittaker","CAR","RB","72.1","16","4.5"
"284","Matt Barkley","CHI","QB","71.8","7","10.3"
"285","Jared Cook","GB","TE","71.7","10","7.2"
"286","Russell Shepard","TB","WR","70.0","14","5.0"
"287","Danny Amendola","NE","WR","69.3","12","5.8"
"288","Richard Rodgers","GB","TE","69.1","16","4.3"
"289","Charles Sims","TB","RB","67.9","7","9.7"
"290","Kamar Aiken","BAL","WR","67.8","16","4.2"
"291","Robert Griffin III","CLE","QB","66.5","5","13.3"
"292","Justin Hardy","ATL","WR","65.3","16","4.1"
"293","Torrey Smith","SF","WR","64.7","12","5.4"
"294","Aldrick Robinson","ATL","WR","64.3","16","4.0"
"295","Austin Hooper","ATL","TE","64.1","14","4.6"
"296","Jacksonville Jaguars","JAC","DST","64.0","16","4.0"
"297","San Francisco 49ers","SF","DST","63.0","16","3.9"
"298","Kai Forbath","MIN","K","62.0","7","8.9"
"298","Alfred Blue","HOU","RB","62.0","14","4.4"
"300","Justin Forsett","Multi","RB","61.6","9","6.8"
"301","C.J. Prosise","SEA","RB","61.0","6","10.2"
"301","Jacob Tamme","ATL","TE","61.0","8","7.6"
"303","Corey Brown","CAR","WR","59.2","16","3.7"
"304","James Starks","GB","RB","58.9","9","6.5"
"305","New Orleans Saints","NO","DST","58.0","16","3.6"
"306","Bryan Walters","JAC","WR","57.5","10","5.8"
"307","Jamize Olawale","LV","RB","57.4","16","3.6"
"308","Blair Walsh","MIN","K","57.0","9","6.3"
"309","Deonte Thompson","CHI","WR","56.9","16","3.6"
"309","Josh Bellamy","CHI","WR","56.9","16","3.6"
"311","John Kuhn","NO","RB","56.7","16","3.5"
"312","Paul Richardson Jr.","SEA","WR","56.3","15","3.8"
"313","New York Jets","NYJ","DST","56.0","16","3.5"
"314","Brice Butler","DAL","WR","55.9","16","3.5"
"315","Dion Lewis","NE","RB","54.7","7","7.8"
"316","Matt Moore","MIA","QB","54.7","4","13.7"
"317","Ladarius Green","PIT","TE","54.4","6","9.1"
"317","C.J. Uzomah","CIN","TE","54.4","10","5.4"
"319","Robbie Gould","NYG","K","54.0","10","5.4"
"320","Jared Goff","LAR","QB","53.2","7","7.6"
"321","Justin Hunter","Multi","WR","52.9","13","4.1"
"322","Cobi Hamilton","PIT","WR","52.4","11","4.8"
"323","Josh McCown","CLE","QB","52.1","5","10.4"
"324","Virgil Green","DEN","TE","51.7","12","4.3"
"325","Levine Toilolo","ATL","TE","51.4","16","3.2"
"326","Erik Swoope","IND","TE","50.7","16","3.2"
"327","Rod Streater","SF","WR","49.1","16","3.1"
"328","Dwayne Washington","DET","RB","48.7","12","4.1"
"329","Cleveland Browns","CLE","DST","48.0","16","3.0"
"330","Jordan Taylor","DEN","WR","46.9","16","2.9"
"331","Jay Cutler","CHI","QB","46.8","5","9.4"
"332","Wendell Smallwood","PHI","RB","46.7","13","3.6"
"333","Aaron Ripkowski","GB","RB","46.6","16","2.9"
"334","Chester Rogers","IND","WR","46.3","14","3.3"
"335","Josh Brown","NYG","K","46.0","5","9.2"
"336","Andre Holmes","LV","WR","44.6","16","2.8"
"337","Geronimo Allison","GB","WR","44.2","10","4.4"
"337","Jordan Norwood","DEN","WR","44.2","14","3.2"
"339","Kenyan Drake","MIA","RB","43.5","16","2.7"
"340","Mychal Rivera","LV","TE","43.2","13","3.3"
"340","Charles Johnson","MIN","WR","43.2","16","2.7"
"342","Marcedes Lewis","JAC","TE","42.9","10","4.3"
"343","Eddie Lacy","GB","RB","42.8","5","8.6"
"344","Darrius Heyward-Bey","PIT","WR","41.4","10","4.1"
"345","Ben Koyack","JAC","TE","41.1","14","2.9"
"346","Alfred Morris","DAL","RB","40.4","14","2.9"
"346","Eric Decker","NYJ","WR","40.4","3","13.5"
"348","Luke Willson","SEA","TE","39.9","11","3.6"
"349","Bobby Rainey","NYG","RB","39.6","15","2.6"
"350","Kevin White","CHI","WR","38.6","4","9.7"
"351","Ricardo Louis","CLE","WR","38.5","16","2.4"
"352","Jalin Marshall","NYJ","WR","38.2","10","3.8"
"352","Shane Vereen","NYG","RB","38.2","5","7.6"
"354","Charone Peake","NYJ","WR","37.6","15","2.5"
"355","Bennie Fowler III","DEN","WR","37.5","13","2.9"
"356","Lance Dunbar","DAL","RB","37.3","13","2.9"
"357","Demetrius Harris","KC","TE","37.3","16","2.3"
"358","Kenneth Farrow","LAC","RB","37.2","13","2.9"
"359","Cody Core","CIN","WR","37.0","8","4.6"
"360","Andre Roberts","DET","WR","36.8","16","2.3"
"361","Tanner McEvoy","SEA","WR","36.7","14","2.6"
"362","Peyton Barber","TB","RB","36.1","15","2.4"
"363","Jeff Janis","GB","WR","36.1","16","2.3"
"364","Jimmy Garoppolo","NE","QB","36.0","6","6.0"
"364","Harry Douglas","TEN","WR","36.0","11","3.3"
"366","Alex Collins","SEA","RB","35.9","11","3.3"
"366","Corey Grant","JAC","RB","35.9","11","3.3"
"366","Josh Hill","NO","TE","35.9","9","4.0"
"369","Jaron Brown","ARI","WR","35.7","7","5.1"
"370","Josh Ferguson","IND","RB","35.6","16","2.2"
"371","Darren Fells","ARI","TE","35.4","14","2.5"
"372","DuJuan Harris","SF","RB","35.3","10","3.5"
"373","Benny Cunningham Jr.","LAR","RB","35.2","11","3.2"
"374","Randy Bullock","Multi","K","35.0","5","7.0"
"375","Josh Huff","Multi","WR","34.8","10","3.5"
"375","Xavier Grimble","PIT","TE","34.8","13","2.7"
"377","Seth DeValve","CLE","TE","34.7","12","2.9"
"378","Mike Tolbert","CAR","RB","34.6","16","2.2"
"379","Daniel Brown","Multi","TE","34.4","8","4.3"
"379","Austin Seferian-Jenkins","Multi","TE","34.4","9","3.8"
"381","Jerell Adams","NYG","TE","34.2","13","2.6"
"382","Kenjon Barner","PHI","RB","34.1","13","2.6"
"383","Landry Jones","PIT","QB","33.9","8","4.2"
"384","Jonathan Grimes","HOU","RB","32.9","10","3.3"
"385","Bryce Petty","NYJ","QB","32.3","6","5.4"
"385","Vincent Jackson","TB","WR","32.3","5","6.5"
"387","MarQueis Gray","MIA","TE","31.4","16","2.0"
"388","Marquess Wilson","CHI","WR","31.0","3","10.3"
"389","Braxton Miller","HOU","WR","30.9","10","3.1"
"390","Darren Waller","BAL","TE","30.5","12","2.5"
"391","Andre Ellington","ARI","RB","30.1","16","1.9"
"392","A.J. Derby","Multi","TE","30.0","10","3.0"
"393","Andre Johnson","TEN","WR","29.5","8","3.7"
"394","Brent Celek","PHI","TE","29.5","16","1.8"
"395","Ed Dickson","CAR","TE","29.4","16","1.8"
"396","Ronnie Hillman","Multi","RB","29.4","8","3.7"
"397","Kerwynn Williams","ARI","RB","29.3","10","2.9"
"398","Roger Lewis","NYG","WR","28.7","13","2.2"
"399","Cameron Artis-Payne","CAR","RB","28.5","3","9.5"
"400","Paxton Lynch","DEN","QB","28.4","3","9.5"
"401","Kapri Bibbs","DEN","RB","28.4","12","2.4"
"402","Jacoby Brissett","NE","QB","28.3","3","9.4"
"403","Anthony Fasano","TEN","TE","28.3","16","1.8"
"404","Walter Powell","BUF","WR","28.2","9","3.1"
"405","Freddie Martino","TB","WR","28.2","13","2.2"
"405","Larry Donnell","NYG","TE","28.2","14","2.0"
"407","Nick Foles","KC","QB","28.0","3","9.3"
"408","Danny Woodhead","LAC","RB","27.1","2","13.6"
"408","Jaelen Strong","HOU","WR","27.1","8","3.4"
"410","Ameer Abdullah","DET","RB","26.8","2","13.4"
"411","Orleans Darkwa","NYG","RB","26.3","10","2.6"
"411","Chris Harper","SF","WR","26.3","9","2.9"
"413","Stephen Anderson","HOU","TE","26.3","13","2.0"
"414","Cecil Shorts","TB","WR","26.2","9","2.9"
"415","Tyler Higbee","LAR","TE","25.5","16","1.6"
"416","Brandon Tate","BUF","WR","24.5","15","1.6"
"417","Jarius Wright","MIN","WR","23.7","8","3.0"
"418","Reggie Bush","BUF","RB","23.7","13","1.8"
"419","John Phillips","Multi","TE","23.2","16","1.5"
"420","Ka'Deem Carey","CHI","RB","23.1","12","1.9"
"420","Jeff Heuerman","DEN","TE","23.1","12","1.9"
"422","James Wright","CIN","WR","23.0","16","1.4"
"422","Neal Sterling","JAC","TE","23.0","10","2.3"
"424","Pharoh Cooper","LAR","WR","22.6","10","2.3"
"424","Arrelious Benn","JAC","WR","22.6","15","1.5"
"426","Nick O'Leary","BUF","TE","22.4","16","1.4"
"427","Paul Turner","PHI","WR","21.6","4","5.4"
"428","Crockett Gillmore","BAL","TE","21.1","7","3.0"
"429","Brandon Myers","TB","TE","20.9","16","1.3"
"430","Rhett Ellison","MIN","TE","20.8","15","1.4"
"431","Brittan Golden","ARI","WR","20.2","12","1.7"
"432","Jordan Cameron","MIA","TE","20.0","3","6.7"
"433","Denard Robinson","JAC","RB","19.6","13","1.5"
"434","Arian Foster","MIA","RB","19.3","4","4.8"
"435","Tyler Kroft","CIN","TE","19.2","14","1.4"
"436","Dominique Jones","MIA","TE","19.1","9","2.1"
"437","Greg Salas","BUF","WR","18.9","2","9.5"
"438","C.J. Spiller","Multi","RB","18.8","7","2.7"
"439","Andy Janovich","DEN","RB","18.7","11","1.7"
"440","Patrick DiMarco","ATL","RB","18.2","16","1.1"
"441","Tom Savage","HOU","QB","17.6","3","5.9"
"442","Terron Ward","ATL","RB","17.2","5","3.4"
"443","Markus Wheaton","PIT","WR","17.1","3","5.7"
"444","David Johnson","PIT","TE","17.0","16","1.1"
"445","Keith Mumphery","HOU","WR","16.9","11","1.5"
"446","Akeem Hunt","HOU","RB","16.8","8","2.1"
"447","Kevin Hogan","CLE","QB","16.7","4","4.2"
"448","Ryan Grant","WAS","WR","16.6","16","1.0"
"449","Derek Anderson","CAR","QB","16.5","6","2.8"
"450","Antone Smith","TB","RB","16.4","3","5.5"
"451","Demarcus Ayers","PIT","WR","16.1","2","8.1"
"452","Alan Cross","TB","TE","15.8","14","1.1"
"453","Tommylee Lewis","NO","WR","15.7","12","1.3"
"454","Matt Cassel","TEN","QB","15.7","4","3.9"
"455","Cody Latimer","DEN","WR","15.6","12","1.3"
"456","Chris Johnson","ARI","RB","15.5","4","3.9"
"457","Mack Brown","WAS","RB","15.0","9","1.7"
"458","Maurice Harris","WAS","WR","14.6","10","1.5"
"459","Mike Davis","SF","RB","14.5","8","1.8"
"460","T.J. Jones","DET","WR","14.3","3","4.8"
"461","Marcel Reece","SEA","RB","14.3","4","3.6"
"462","Brandon Bostick","NYJ","TE","14.3","16","0.9"
"463","Lucky Whitehead","DAL","WR","14.0","15","0.9"
"464","Aaron Burbridge","SF","WR","13.8","16","0.9"
"465","Rashard Higgins","CLE","WR","13.7","16","0.9"
"466","Jeremy Ross","Multi","WR","13.7","6","2.3"
"467","Chris Moore","BAL","WR","13.5","15","0.9"
"468","De'Anthony Thomas","KC","WR","13.4","12","1.1"
"468","Darren McFadden","DAL","RB","13.4","3","4.5"
"470","Jamaal Charles","KC","RB","13.4","3","4.5"
"471","Joshua Perkins","ATL","TE","13.2","8","1.7"
"472","Alex Erickson","CIN","WR","13.1","16","0.8"
"473","Gavin Escobar","DAL","TE","13.0","16","0.8"
"473","Jerome Felton","BUF","RB","13.0","15","0.9"
"475","Geoff Swaim","DAL","TE","12.9","9","1.4"
