"Rank","Player","Team","Position","Points","Games","Avg"
"142","Jay Ajayi","Multi","RB","135.1","14","9.7"
"143","Derrick Henry","TEN","RB","135.0","16","8.4"
"144","Mitch Trubisky","CHI","QB","134.6","12","11.2"
"145","James White","NE","RB","134.0","14","9.6"
"146","Jared Cook","LV","TE","132.8","16","8.3"
"147","Keelan Cole Sr.","JAC","WR","132.8","16","8.3"
"148","Martavis Bryant","PIT","WR","132.5","15","8.8"
"149","Eric Ebron","DET","TE","132.4","16","8.3"
"150","Seattle Seahawks","SEA","DST","131.0","16","8.2"
"150","Pittsburgh Steelers","PIT","DST","131.0","16","8.2"
"150","Graham Gano","CAR","K","131.0","16","8.2"
"153","DeVante Parker","MIA","WR","130.0","13","10.0"
"154","Rex Burkhead","NE","RB","129.8","10","13.0"
"155","Aaron Rodgers","GB","QB","129.5","7","18.5"
"156","Adam Humphries","TB","WR","128.7","16","8.0"
"157","Hunter Henry","LAC","TE","126.9","14","9.1"
"158","Kendall Wright","CHI","WR","126.4","16","7.9"
"159","Ryan Grant","WAS","WR","126.3","16","7.9"
"160","Trevor Siemian","DEN","QB","126.2","11","11.5"
"161","Chicago Bears","CHI","DST","125.0","16","7.8"
"161","Adam Vinatieri","IND","K","125.0","15","8.3"
"161","Carolina Panthers","CAR","DST","125.0","16","7.8"
"164","Brandon LaFell","CIN","WR","124.8","16","7.8"
"165","Brett Hundley","GB","QB","124.6","11","11.3"
"166","Tyler Kroft","CIN","TE","124.4","16","7.8"
"167","Ameer Abdullah","DET","RB","124.4","14","8.9"
"168","Travis Benjamin","LAC","WR","124.3","16","7.8"
"169","Vernon Davis","WAS","TE","121.8","16","7.6"
"170","Matt Forte","NYJ","RB","120.4","12","10.0"
"171","Chandler Catanzaro","NYJ","K","120.0","16","7.5"
"172","Josh Doctson","WAS","WR","119.8","16","7.5"
"173","Austin Hooper","ATL","TE","119.6","16","7.5"
"174","Tyler Lockett","SEA","WR","118.3","16","7.4"
"175","Kansas City Chiefs","KC","DST","118.0","16","7.4"
"176","Jonathan Stewart","CAR","RB","117.2","15","7.8"
"177","Minnesota Vikings","MIN","DST","117.0","16","7.3"
"178","Charles Clay","BUF","TE","116.8","13","9.0"
"179","Eric Decker","TEN","WR","116.3","16","7.3"
"180","New England Patriots","NE","DST","116.0","16","7.3"
"180","Albert Wilson","KC","WR","116.0","13","8.9"
"182","Emmanuel Sanders","DEN","WR","114.5","12","9.5"
"183","William Fuller V","HOU","WR","113.2","10","11.3"
"184","Terrance Williams","DAL","WR","111.3","16","7.0"
"185","Arizona Cardinals","ARI","DST","111.0","16","6.9"
"185","Tennessee Titans","TEN","DST","111.0","16","6.9"
"187","Chris Hogan","NE","WR","109.6","9","12.2"
"188","Brandon McManus","DEN","K","109.0","16","6.8"
"188","Washington Commanders","WAS","DST","109.0","16","6.8"
"190","Samaje Perine","WAS","RB","108.5","16","6.8"
"191","Blair Walsh","SEA","K","108.0","16","6.8"
"192","LeGarrette Blount","PHI","RB","107.6","16","6.7"
"193","Austin Ekeler","LAC","RB","106.9","16","6.7"
"194","George Kittle","SF","TE","106.5","15","7.1"
"195","Tampa Bay Buccaneers","TB","DST","106.0","17","6.2"
"195","Dallas Cowboys","DAL","DST","106.0","16","6.6"
"195","Denver Broncos","DEN","DST","106.0","16","6.6"
"198","Deonte Thompson","Multi","WR","105.0","16","6.6"
"199","Wayne Gallman Jr.","NYG","RB","104.9","13","8.1"
"200","Ka'imi Fairbairn","HOU","K","104.0","16","6.5"
"200","Buffalo Bills","BUF","DST","104.0","16","6.5"
"202","Matt Breida","SF","RB","103.5","16","6.5"
"203","Marlon Mack","IND","RB","103.3","14","7.4"
"204","Jaron Brown","ARI","WR","102.7","16","6.4"
"205","Carson Palmer","ARI","QB","102.3","7","14.6"
"206","Jeremy Maclin","BAL","WR","102.0","12","8.5"
"207","Austin Seferian-Jenkins","NYJ","TE","101.7","13","7.8"
"208","O.J. Howard","TB","TE","101.2","14","7.2"
"209","Allen Hurns","JAC","WR","99.4","10","9.9"
"210","Atlanta Falcons","ATL","DST","99.0","16","6.2"
"211","Jesse James","PIT","TE","98.2","16","6.1"
"212","Julius Thomas","MIA","TE","97.8","14","7.0"
"213","J.D. McKissic","SEA","RB","97.3","13","7.5"
"214","Cincinnati Bengals","CIN","DST","97.0","16","6.1"
"214","Cody Parkey","MIA","K","97.0","16","6.1"
"216","Trent Taylor","SF","WR","96.0","15","6.4"
"217","David Njoku","CLE","TE","94.7","16","5.9"
"218","Kenny Golladay","DET","WR","94.6","11","8.6"
"219","J.J. Nelson","ARI","WR","93.5","16","5.8"
"220","Chris Godwin","TB","WR","92.5","16","5.8"
"221","Corey Clement","PHI","RB","92.4","16","5.8"
"222","Rod Smith","DAL","RB","92.4","15","6.2"
"223","Green Bay Packers","GB","DST","92.0","16","5.8"
"224","Ty Montgomery","GB","RB","91.6","8","11.5"
"225","Cole Beasley","DAL","WR","91.4","15","6.1"
"226","Devontae Booker","DEN","RB","91.4","13","7.0"
"227","Randy Bullock","CIN","K","91.0","15","6.1"
"228","Torrey Smith","PHI","WR","90.7","16","5.7"
"229","Seth Roberts","LV","WR","90.5","15","6.0"
"230","Pierre Garcon","SF","WR","90.0","8","11.3"
"231","Giorgio Tavecchio","LV","K","90.0","16","5.6"
"231","Miami Dolphins","MIA","DST","90.0","17","5.3"
"233","Roger Lewis","NYG","WR","89.6","15","6.0"
"234","C.J. Beathard","SF","QB","88.8","7","12.7"
"235","New York Giants","NYG","DST","88.0","16","5.5"
"236","Jimmy Garoppolo","Multi","QB","87.9","6","14.7"
"237","Marcedes Lewis","JAC","TE","87.8","16","5.5"
"238","T.J. Yeldon","JAC","RB","87.7","10","8.8"
"239","Andre Ellington","Multi","RB","87.4","12","7.3"
"240","Josh Lambo","JAC","K","87.0","10","8.7"
"241","Jalen Richard","LV","RB","86.1","16","5.4"
"242","Patrick Murray","TB","K","86.0","12","7.2"
"242","Cordarrelle Patterson","LV","RB","86.0","16","5.4"
"242","Indianapolis Colts","IND","DST","86.0","16","5.4"
"245","Peyton Barber","TB","RB","85.7","16","5.4"
"246","DeAndre Washington","LV","RB","85.0","15","5.7"
"247","Chris Ivory","JAC","RB","84.7","14","6.1"
"248","Mason Crosby","GB","K","84.0","16","5.3"
"248","Aldrick Rosas","NYG","K","84.0","16","5.3"
"250","Shane Vereen","NYG","RB","83.7","16","5.2"
"251","Bennie Fowler III","DEN","WR","82.0","16","5.1"
"251","Houston Texans","HOU","DST","82.0","16","5.1"
"253","Taylor Gabriel","ATL","WR","81.7","16","5.1"
"254","Dan Bailey","DAL","K","81.0","12","6.8"
"255","Aaron Jones","GB","RB","80.0","12","6.7"
"256","Trey Burton","PHI","TE","79.8","15","5.3"
"257","Ed Dickson","CAR","TE","79.7","16","5.0"
"258","Antonio Gates","LAC","TE","79.6","16","5.0"
"259","San Francisco 49ers","SF","DST","79.0","16","4.9"
"260","Adrian Peterson","Multi","RB","78.9","10","7.9"
"261","Garrett Celek","SF","TE","78.6","16","4.9"
"262","Zane Gonzalez","CLE","K","78.0","16","4.9"
"263","T.J. Jones","DET","WR","77.9","14","5.6"
"264","Jermaine Gresham","ARI","TE","77.2","14","5.5"
"265","Donte Moncrief","IND","WR","77.1","12","6.4"
"266","Seth DeValve","CLE","TE","76.5","16","4.8"
"267","Elijah McGuire","NYJ","RB","76.2","16","4.8"
"268","Doug Martin","TB","RB","76.0","11","6.9"
"269","Bruce Ellington","HOU","WR","75.7","11","6.9"
"270","Odell Beckham Jr.","NYG","WR","74.0","4","18.5"
"270","Cleveland Browns","CLE","DST","74.0","16","4.6"
"272","Ryan Fitzpatrick","TB","QB","73.9","6","12.3"
"273","Brandon Coleman","NO","WR","73.4","16","4.6"
"274","Charles Sims","TB","RB","73.4","16","4.6"
"275","Charcandrick West","KC","RB","73.2","13","5.6"
"276","Alfred Morris","DAL","RB","72.2","14","5.2"
"277","New York Jets","NYJ","DST","71.0","16","4.4"
"278","Zay Jones","BUF","WR","70.6","15","4.7"
"279","John Brown","ARI","WR","69.9","10","7.0"
"280","Kyle Juszczyk","SF","RB","69.6","14","5.0"
"281","Corey Davis","TEN","WR","69.5","11","6.3"
"282","Mike Gillislee","NE","RB","68.8","9","7.6"
"283","Rashard Higgins","CLE","WR","68.6","15","4.6"
"284","Josh Bellamy","CHI","WR","68.2","15","4.6"
"285","Las Vegas Raiders","LV","DST","68.0","16","4.3"
"286","Brock Osweiler","DEN","QB","67.9","6","11.3"
"286","Kerwynn Williams","ARI","RB","67.9","16","4.2"
"288","Jamaal Charles","DEN","RB","67.5","14","4.8"
"289","Dede Westbrook","JAC","WR","66.9","7","9.6"
"290","Corey Coleman","CLE","WR","65.5","9","7.3"
"291","Dalvin Cook","MIN","RB","65.4","4","16.4"
"292","Dontrelle Inman","Multi","WR","65.3","12","5.4"
"293","Stephen Anderson","HOU","TE","65.2","15","4.4"
"294","Brice Butler","DAL","WR","64.7","13","5.0"
"295","Nick O'Leary","BUF","TE","64.2","15","4.3"
"296","Dustin Hopkins","WAS","K","64.0","8","8.0"
"297","Brian Hoyer","Multi","QB","64.0","11","5.8"
"298","Coby Fleener","NO","TE","63.5","11","5.8"
"299","Ricardo Louis","CLE","WR","62.7","16","3.9"
"300","Cody Latimer","DEN","WR","61.7","11","5.6"
"301","Blaine Gabbert","ARI","QB","61.6","5","12.3"
"302","Tyler Higbee","LAR","TE","60.5","16","3.8"
"303","Tavarres King","NYG","WR","60.3","8","7.5"
"304","Justin Hardy","ATL","WR","60.1","16","3.8"
"305","Jordan Reed","WAS","TE","60.1","6","10.0"
"306","Chris Moore","BAL","WR","59.9","13","4.6"
"307","Damien Williams","MIA","RB","59.6","11","5.4"
"308","Rhett Ellison","NYG","TE","59.5","16","3.7"
"309","Nick Rose","Multi","K","59.0","10","5.9"
"310","Martellus Bennett","Multi","TE","58.6","9","6.5"
"311","Danny Woodhead","BAL","RB","58.6","8","7.3"
"312","Chester Rogers","IND","WR","58.2","11","5.3"
"313","Kenny Britt","Multi","WR","57.6","12","4.8"
"314","Josh Gordon","CLE","WR","57.5","5","11.5"
"315","Jordan Matthews","BUF","WR","57.2","10","5.7"
"316","Connor Barth","CHI","K","57.0","10","5.7"
"316","D'Onta Foreman","HOU","RB","57.0","10","5.7"
"316","Aldrick Robinson","SF","WR","57.0","16","3.6"
"319","Benny Cunningham Jr.","CHI","RB","56.9","14","4.1"
"320","Tyler Boyd","CIN","WR","56.5","10","5.7"
"321","Zach Miller","CHI","TE","55.6","8","7.0"
"322","A.J. Derby","Multi","TE","55.4","11","5.0"
"323","Luke Willson","SEA","TE","54.3","16","3.4"
"324","Mike Nugent","Multi","K","54.0","8","6.8"
"325","Jason Myers","JAC","K","53.0","6","8.8"
"326","Darren Fells","DET","TE","52.7","16","3.3"
"327","Mike Davis","SEA","RB","52.1","6","8.7"
"328","Gerald Everett","LAR","TE","51.7","16","3.2"
"329","Tom Savage","HOU","QB","50.7","8","6.3"
"330","Mike Tolbert","BUF","RB","50.5","12","4.2"
"331","Drew Stanton","ARI","QB","50.4","5","10.1"
"332","Nick Boyle","BAL","TE","50.3","15","3.4"
"333","Ricky Seals-Jones","ARI","TE","50.1","10","5.0"
"334","Terrelle Pryor Sr.","WAS","WR","50.0","9","5.6"
"335","Jarius Wright","MIN","WR","49.8","16","3.1"
"336","Taywan Taylor","TEN","WR","49.4","16","3.1"
"337","Jacquizz Rodgers","TB","RB","46.8","16","2.9"
"338","Wendell Smallwood","PHI","RB","46.7","8","5.8"
"339","Michael Campanaro","BAL","WR","46.5","13","3.6"
"340","Demetrius Harris","KC","TE","46.4","16","2.9"
"341","Geronimo Allison","GB","WR","46.3","15","3.1"
"342","Nick Novak","LAC","K","46.0","7","6.6"
"343","Jonnu Smith","TEN","TE","45.7","16","2.9"
"343","Jeremy Kerley","NYJ","WR","45.7","8","5.7"
"345","Russell Shepard","CAR","WR","45.1","15","3.0"
"346","Malcolm Brown","LAR","RB","44.9","11","4.1"
"347","Johnny Holton","LV","WR","44.8","16","2.8"
"348","Mack Hollins","PHI","WR","44.6","16","2.8"
"349","Alfred Blue","HOU","RB","44.6","11","4.1"
"350","Jakeem Grant Sr.","MIA","WR","44.5","16","2.8"
"351","Lance Kendricks","GB","TE","44.3","16","2.8"
"352","Robert Kelley","WAS","RB","43.2","7","6.2"
"353","Andre Holmes","BUF","WR","43.0","14","3.1"
"354","Adam Shaheen","CHI","TE","42.7","13","3.3"
"355","Tavon Austin","LAR","WR","42.7","16","2.7"
"356","Demarcus Robinson","KC","WR","42.2","16","2.6"
"357","Greg Olsen","CAR","TE","42.1","7","6.0"
"358","Corey Grant","JAC","RB","41.9","16","2.6"
"359","Kendrick Bourne","SF","WR","41.7","11","3.8"
"360","Matt Moore","MIA","QB","41.3","4","10.3"
"360","Braxton Miller","HOU","WR","41.3","11","3.8"
"362","Kapri Bibbs","WAS","RB","40.7","3","13.6"
"362","De'Anthony Thomas","KC","WR","40.7","16","2.5"
"364","Laquon Treadwell","MIN","WR","40.0","16","2.5"
"365","Chris Carson","SEA","RB","39.7","4","9.9"
"366","Virgil Green","DEN","TE","39.1","16","2.4"
"367","Dion Sims","CHI","TE","39.0","14","2.8"
"368","Vance McDonald","PIT","TE","38.8","10","3.9"
"369","Travaris Cadet","Multi","RB","37.5","9","4.2"
"370","Eli Rogers","PIT","WR","36.9","14","2.6"
"371","Ryan Griffin","HOU","TE","36.8","7","5.3"
"372","Alex Erickson","CIN","WR","35.6","16","2.2"
"373","Jeff Heuerman","DEN","TE","35.2","14","2.5"
"374","James O'Shaughnessy","JAC","TE","34.9","16","2.2"
"375","T.J. Yates","Multi","QB","34.0","4","8.5"
"375","Richard Rodgers","GB","TE","34.0","15","2.3"
"377","Nick Foles","PHI","QB","33.8","7","4.8"
"377","Kevin Hogan","CLE","QB","33.8","4","8.5"
"379","Damiere Byrd","CAR","WR","33.7","8","4.2"
"380","Mike Glennon","CHI","QB","33.6","4","8.4"
"381","Brandon Marshall","NYG","WR","33.4","5","6.7"
"382","Curtis Samuel","CAR","WR","32.9","9","3.7"
"383","D.J. Foster","Multi","RB","32.2","7","4.6"
"383","Elijhaa Penny","ARI","RB","32.2","16","2.0"
"385","Phillip Dorsett II","NE","WR","32.1","15","2.1"
"386","Thomas Rawls","SEA","RB","32.1","12","2.7"
"387","Brent Celek","PHI","TE","32.0","16","2.0"
"388","Tion Green","DET","RB","31.9","5","6.4"
"389","Nick Vannett","SEA","TE","30.4","15","2.0"
"390","Levine Toilolo","ATL","TE","30.2","15","2.0"
"391","Troy Niklas","ARI","TE","30.2","15","2.0"
"392","Josh Hill","NO","TE","29.7","16","1.9"
"393","Nick Folk","TB","K","29.0","4","7.3"
"394","Tommy Bohanon","JAC","RB","28.8","16","1.8"
"395","Anthony Fasano","MIA","TE","28.7","16","1.8"
"396","Eddie Lacy","SEA","RB","28.6","9","3.2"
"397","Chris Conley","KC","WR","28.5","5","5.7"
"398","Kamar Aiken","IND","WR","28.3","15","1.9"
"399","Maxx Williams","BAL","TE","28.2","11","2.6"
"400","Terrance West","BAL","RB","28.1","5","5.6"
"401","Josh Reynolds","LAR","WR","27.4","16","1.7"
"402","Jordan Taylor","DEN","WR","27.2","10","2.7"
"403","Tommylee Lewis","NO","WR","27.0","15","1.8"
"404","Travis Coons","LAC","K","27.0","3","9.0"
"405","Sam Bradford","MIN","QB","26.9","2","13.5"
"406","C.J. Fiedorowicz","HOU","TE","26.7","5","5.3"
"407","Louis Murphy","SF","WR","26.1","7","3.7"
"407","Eric Tomlinson","NYJ","TE","26.1","14","1.9"
"409","Cairo Santos","Multi","K","26.0","5","5.2"
"410","Robert Turbin","IND","RB","25.9","6","4.3"
"410","Daniel Brown","CHI","TE","25.9","14","1.9"
"412","David Morgan II","MIN","TE","25.5","15","1.7"
"413","Bryce Petty","NYJ","QB","25.4","4","6.4"
"414","C.J. Uzomah","CIN","TE","25.2","14","1.8"
"415","Brandon Williams","IND","TE","25.1","14","1.8"
"416","Dwayne Allen","NE","TE","24.6","16","1.5"
"417","Niles Paul","WAS","TE","22.8","14","1.6"
"418","Tre McBride III","Multi","WR","22.4","8","2.8"
"419","Kenjon Barner","PHI","RB","22.3","13","1.7"
"420","Jaydon Mickens","JAC","WR","21.7","10","2.2"
"421","Paul Perkins","NYG","RB","21.6","11","2.0"
"422","C.J. Ham","MIN","RB","21.1","16","1.3"
"423","Brenton Bersin","CAR","WR","20.8","8","2.6"
"424","Chris Johnson","ARI","RB","20.7","4","5.2"
"424","Anthony Sherman","KC","RB","20.7","16","1.3"
"426","Mike Williams","LAC","WR","20.5","10","2.1"
"427","Brandon Tate","BUF","WR","20.1","13","1.6"
"428","Logan Thomas","BUF","TE","19.7","12","1.6"
"429","Jamize Olawale","LV","RB","19.6","12","1.6"
"430","David Fales","MIA","QB","19.4","2","9.7"
"431","Younghoe Koo","LAC","K","19.0","4","4.8"
"432","James Hanna","DAL","TE","18.8","16","1.2"
"433","Josh Malone","CIN","WR","18.5","11","1.7"
"434","Darren Sproles","PHI","RB","18.4","3","6.1"
"435","Chad Hansen","NYJ","WR","18.4","15","1.2"
"436","Travis Rudolph","NYG","WR","18.1","7","2.6"
"437","Austin Traylor","DEN","TE","18.0","7","2.6"
"437","Pharoh Cooper","LAR","WR","18.0","16","1.1"
"439","Michael Floyd","MIN","WR","17.8","11","1.6"
"440","Breshad Perriman","BAL","WR","17.7","11","1.6"
"441","Fozzy Whittaker","CAR","RB","17.5","12","1.5"
"442","Kasen Williams","CLE","WR","17.4","7","2.5"
"443","Jeremy Hill","CIN","RB","17.2","7","2.5"
"443","Michael Hoomanawanui","NO","TE","17.2","14","1.2"
"443","Jerell Adams","NYG","TE","17.2","16","1.1"
"443","Patrick Ricard","BAL","RB","17.2","16","1.1"
"447","C.J. Prosise","SEA","RB","17.0","5","3.4"
"448","Clive Walford","LV","TE","17.0","13","1.3"
"449","Branden Oliver","LAC","RB","16.9","8","2.1"
"450","ArDarius Stewart","NYJ","WR","16.9","15","1.1"
"451","Stevan Ridley","Multi","RB","16.8","2","8.4"
"452","Cameron Artis-Payne","CAR","RB","16.7","13","1.3"
"453","Hunter Sharp","Multi","WR","16.4","3","5.5"
"454","Maurice Harris","WAS","WR","16.2","6","2.7"
"455","Darrius Heyward-Bey","PIT","WR","15.9","16","1.0"
"456","Lee Smith","LV","TE","15.6","16","1.0"
"457","Terron Ward","ATL","RB","15.3","14","1.1"
"458","Willie Snead IV","NO","WR","15.2","11","1.4"
"459","Kaelin Clay","Multi","WR","15.2","13","1.2"
"460","Derek Carrier","LAR","TE","15.1","14","1.1"
"460","Amara Darboh","SEA","WR","15.1","16","0.9"
"462","Paxton Lynch","DEN","QB","14.8","2","7.4"
"463","Andy Janovich","DEN","RB","14.7","16","0.9"
"464","Roosevelt Nix","PIT","RB","14.6","16","0.9"
"464","Freddie Martino","TB","WR","14.6","8","1.8"
"466","Ross Travis","Multi","TE","14.6","15","1.0"
"467","James Conner","PIT","RB","14.4","14","1.0"
"468","Mike Thomas","LAR","WR","14.3","8","1.8"
"469","Xavier Grimble","PIT","TE","14.2","15","1.0"
"469","Neal Sterling","Multi","TE","14.2","11","1.3"
"471","E.J. Manuel","LV","QB","14.1","2","7.1"
"472","Marvin Hall","ATL","WR","14.0","8","1.8"
"473","Leonte Carroo","MIA","WR","13.9","14","1.0"
"473","Phillip Supernaw","TEN","TE","13.9","16","0.9"
