"Rank","Player","Team","Position","Points","Games","Avg"
"563","Lousaka Polite","ATL","RB","1.8","5","0.4"
"563","Dominique Jones","IND","TE","1.8","4","0.5"
"569","Trindon Holliday","Multi","WR","1.7","15","0.1"
"570","Reagan Maui'a","ARI","RB","1.7","1","1.7"
"570","Tommy Gallarda","ATL","TE","1.7","9","0.2"
"570","Dane Sanzenbacher","CHI","WR","1.7","5","0.3"
"573","Isaiah Stanback","JAC","TE","1.6","2","0.8"
"573","Evan Moore","Multi","TE","1.6","7","0.2"
"573","Shaun Chapas","DET","RB","1.6","3","0.5"
"573","Austin Collie","IND","WR","1.6","1","1.6"
"577","Will Ta'ufo'ou","JAC","RB","1.5","6","0.3"
"578","Rusty Smith","TEN","QB","1.4","1","1.4"
"579","Marcus Thigpen","MIA","WR","1.3","16","0.1"
"579","Brad Smelley","CLE","TE","1.3","2","0.7"
"581","Tyler Thigpen","BUF","QB","1.1","4","0.3"
"582","Legedu Naanee","MIA","RB","0.9","4","0.2"
"582","Da'Rel Scott","NYG","RB","0.9","4","0.2"
"584","Ted Ginn Jr.","SF","WR","0.8","13","0.1"
"585","David Gilreath","PIT","WR","0.7","3","0.2"
"585","Mike Higgins","NO","TE","0.7","2","0.4"
"585","Preston Parker","TB","WR","0.7","2","0.4"
"585","Brandon Jacobs","SF","RB","0.7","2","0.4"
"589","Trent Edwards","PHI","QB","0.6","1","0.6"
"589","Nathan Palmer","IND","WR","0.6","5","0.1"
"591","Dan Herron","CIN","RB","0.5","3","0.2"
"591","David Carr","NYG","QB","0.5","2","0.3"
"593","Kellen Clemens","LAR","QB","0.1","2","0.1"
"593","Owen Schmitt","LV","RB","0.1","3","0.0"
"595","Joe Anderson","CHI","WR","0.0","3","0.0"
"595","Jonathan Brown","FA","K","0.0","4","0.0"
"595","Junior Hemingway","KC","WR","0.0","1","0.0"
"595","Jerrell Jackson","JAC","WR","0.0","1","0.0"
"595","Josh Bellamy","KC","WR","0.0","3","0.0"
"595","A.J. Jenkins","SF","WR","0.0","3","0.0"
"595","Marvin McNutt","PHI","WR","0.0","4","0.0"
"595","Patrick DiMarco","KC","RB","0.0","5","0.0"
"595","Kory Sperry","ARI","TE","0.0","1","0.0"
"595","Deji Karim","IND","RB","0.0","3","0.0"
"595","Jamie McCoy","PIT","TE","0.0","1","0.0"
"595","Jamize Olawale","LV","RB","0.0","3","0.0"
"595","John Griffin","NYJ","RB","0.0","1","0.0"
"595","Quan Cosby","JAC","WR","0.0","2","0.0"
"595","Brandon Barden","TEN","TE","0.0","3","0.0"
"595","Ryan Torain","NYG","RB","0.0","2","0.0"
"595","James Develin","NE","RB","0.0","1","0.0"
"595","Visanthe Shiancoe","NE","TE","0.0","1","0.0"
"595","Jeremy Ross","GB","WR","0.0","5","0.0"
"595","Deon Butler","SEA","WR","0.0","1","0.0"
"595","Marcus Easley","BUF","WR","0.0","3","0.0"
"595","Mike Brown","JAC","WR","0.0","2","0.0"
"595","Kamar Aiken","NE","WR","0.0","1","0.0"
"595","Emil Igwenagu","PHI","RB","0.0","3","0.0"
"595","Sean McGrath","SEA","TE","0.0","2","0.0"
"595","Michael Egnew","MIA","TE","0.0","2","0.0"
"595","Armond Smith","CAR","RB","0.0","4","0.0"
"595","Richie Brockel","CAR","TE","0.0","16","0.0"
"595","Kyle Nelson","LAC","TE","0.0","6","0.0"
"595","Kassim Osgood","DET","WR","0.0","16","0.0"
"595","Owen Marecic","CLE","RB","0.0","10","0.0"
"595","Chris Polk","PHI","RB","0.0","7","0.0"
"595","Greg Scruggs","SEA","TE","0.0","11","0.0"
"595","Michael Smith","TB","RB","0.0","1","0.0"
"595","Mario Harvey","IND","RB","0.0","13","0.0"
"595","Antone Smith","ATL","RB","0.0","13","0.0"
"595","Richard Goodman","LAC","WR","0.0","7","0.0"
"595","Tyler Clutts","HOU","RB","0.0","16","0.0"
"595","John Conner","Multi","RB","0.0","5","0.0"
"595","Will Tukuafu","SF","RB","0.0","14","0.0"
"595","Danny Noble","TB","TE","0.0","4","0.0"
"595","John Potter","BUF","K","0.0","6","0.0"
"595","Adrien Robinson","NYG","TE","0.0","2","0.0"
"595","Zach Miller","FA","TE","0.0","16","0.0"
"595","Beau Brinkley","TEN","TE","0.0","16","0.0"
"595","Mike Leach","ARI","TE","0.0","16","0.0"
"595","Julius Thomas","DEN","TE","0.0","4","0.0"
"595","Colin Cloherty","JAC","TE","0.0","1","0.0"
"595","Matthew Slater","NE","WR","0.0","16","0.0"
"595","Jeron Mastrud","MIA","TE","0.0","14","0.0"
"595","Darius Johnson","FA","WR","0.0","14","0.0"
"595","Brian Jennings","SF","TE","0.0","16","0.0"
"595","Clark Harris","CIN","TE","0.0","16","0.0"
"595","Brandon Saine","GB","RB","0.0","1","0.0"
"595","Daniel Graham","NO","TE","0.0","1","0.0"
"595","Jaxon Shipley","FA","WR","0.0","7","0.0"
"595","Martel Moore","FA","WR","0.0","14","0.0"
"595","Greg Salas","NE","WR","0.0","1","0.0"
"595","Kyle Miller","IND","TE","0.0","1","0.0"
"595","David Gettis","CAR","WR","0.0","2","0.0"
"595","James Wright","FA","WR","0.0","7","0.0"
"595","Travis Beckum","NYG","TE","0.0","1","0.0"
"595","Maurice Stovall","JAC","TE","0.0","1","0.0"
"595","Billy Bajema","BAL","TE","0.0","8","0.0"
"595","Kerwynn Williams","FA","RB","0.0","14","0.0"
"595","DeAndre Presley","MIA","WR","0.0","4","0.0"
"595","LaQuan Williams","BAL","WR","0.0","11","0.0"
"595","David Douglas","TB","WR","0.0","1","0.0"
"595","Josh Hill","FA","TE","0.0","4","0.0"
"595","Kevin Cone","ATL","WR","0.0","12","0.0"
"595","Patrick Turner","NYJ","WR","0.0","1","0.0"
"595","Roscoe Parrish","TB","WR","0.0","13","0.0"
"595","Jake Bequette","NE","TE","0.0","3","0.0"
"595","Terrance Ganaway","LAR","RB","0.0","3","0.0"
"669","Joe Webb III","MIN","QB","-0.1","1","-0.1"
"669","Dedrick Epps","NYJ","TE","-0.1","1","-0.1"
"671","Luke McCown","ATL","QB","-0.3","2","-0.2"
"672","Brock Osweiler","DEN","QB","-0.8","5","-0.2"
"673","Graham Harrell","GB","QB","-1.5","4","-0.4"
"674","Josh Johnson","CLE","QB","-2.0","1","-2.0"
"674","Brit Miller","LAR","RB","-2.0","6","-0.3"
"676","Ryan Mallett","NE","QB","-2.2","4","-0.6"
"677","Joe Adams","CAR","WR","-3.0","9","-0.3"
""
""
